title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
The Trouble with Being Born (2020),2020.0,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ridiculous 6 (2015),2015.0,1.12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Family Guy Presents: Seth and Alex's almost live comedy show (2009),2009.0,4.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mostly Unfabulous Social Life of Ethan Green, The (2005)",2005.0,3.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Rainbow Magic: Return to Rainspell Island (2010),2010.0,0.5,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Punching Henry (2017),2017.0,5.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
This Land Is Mine (2012),2012.0,4.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon the Movie: Black - Victini and Reshiram (2011),2011.0,2.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trumped: Inside the Greatest Political Upset of All Time (2017),2017.0,2.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AfterDeath (2015),2015.0,2.5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Let's Make Money (2008),2008.0,3.62,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Poker House, The (2008)",2008.0,2.25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Vine: The Joke-amotive Live (2011),2011.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dancing Across Borders (2010),2010.0,2.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cow (2022),2022.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crayon Shin-chan: Fierceness That Invites Storm! The Battle of the Warring States (2002),2002.0,4.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinning Plates (2012),2012.0,2.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Go Back to China (2019),2019.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Word (2017),2017.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
After Truth: Disinformation and the Cost of Fake News (2020),2020.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Trial (2010),2010.0,3.5,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Dara Ó Briain: Craic Dealer (2012),2012.0,4.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thought of You (2010),2010.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crips and Bloods: Made in America (2008),2008.0,3.38,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spelling the Dream (2020),2020.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Let the Fire Burn (2013),2013.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
April's Daughter (2017),2017.0,5.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Genius Party (2007),2007.0,3.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chase (2017),2017.0,4.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Takva: A Man's Fear of God (2006),2006.0,4.12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Words and Pictures (2013),2013.0,2.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Deathstroke: Knights & Dragons - The Movie (2020),2020.0,3.5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ju-on: White Ghost (2009),2009.0,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12th & Delaware (2010),2010.0,3.75,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losing Sight of Shore (2017),2017.0,3.75,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inuyasha the Movie 3: Swords of an Honorable Ruler (2003),2003.0,4.5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Moving On (2022),2022.0,3.5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Splinterheads (2009),2009.0,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Binding (2020),2020.0,3.5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"Truth About Charlie, The (2002)",2002.0,3.5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Creep Nation (2019),2019.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Royal Hibiscus Hotel (2018),2018.0,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Row (2018),2018.0,2.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inuyasha the Movie: Affections Touching Across Time (2001),2001.0,4.0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Escape (2018),2018.0,1.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Little Pony: Equestria Girls - Rainbow Rocks (2014),2014.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Whistlers (2019),2019.0,3.0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
This is Congo (2017),2017.0,5.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crimes Against Humanity (2017),2017.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Young and Alive (2018),2018.0,2.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Red Inn (2007),2007.0,3.62,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pop Redemption (2013),2013.0,5.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sound and Fury (2000),2000.0,3.83,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Yacoubian Building, The (Omaret yakobean) (2006)",2006.0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yalda, a Night for Forgiveness (2019)",2019.0,1.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
As the Gods Will (2014),2014.0,3.83,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A Dragon Arrives! (2016),2016.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapestries of Hope (2009),2009.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Admiral: Roaring Currents (2014),2014.0,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sister of the Groom (2020),2020.0,2.5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Alive and Kicking (2017),2017.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Women in Trouble (2009),2009.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Devil Has a Name (2019),2019.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forgiven (2021),2021.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Aggression Scale (2012),2012.0,3.5,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Autumn in the Vineyard (2016),2016.0,3.67,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Wrestler: The Wizard (2016),2016.0,4.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Hero Party Clown (2010),2010.0,3.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Crimes That Bind (2018),2018.0,3.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Gilded Cage (2013),2013.0,4.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Border (2007),2007.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Brother's Love (2019),2019.0,4.17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forest of the Lost Souls (2017),2017.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Beautiful Youth (2014),2014.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Virgin (2000),2000.0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
All About E (2015),2015.0,5.0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
American Scary (2006),2006.0,4.0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
The Atoning (2017),2017.0,2.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Take Me to the River (2016),2016.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone (2016)",2016.0,2.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Brainwashing of My Dad (2015),2015.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Cutlass (2017),2017.0,2.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
a/k/a Tommy Chong (2005),2005.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sparrows Dance (2012),2012.0,3.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sparrow (a.k.a. Cultured Bird) (Man jeuk) (2008),2008.0,2.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Summer Night (2019),2019.0,3.5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Asthma (2014),2014.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl Without Hands (2016),2016.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Assignment (2016),2016.0,1.0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
All at Once (2014),2014.0,4.0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Wondrous Boccaccio (2015),2015.0,3.5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Summer in February (2013),2013.0,2.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Attack of the Hollywood Clichés! (2021),2021.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Appearance (2018),2018.0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Apostle (2012),2012.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escape of Prisoner 614 (2018),2018.0,2.5,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ambition (2019),2019.0,2.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
#UNFIT: The Psychology of Donald Trump (2019),2019.0,3.33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Summer's Moon (2009),2009.0,4.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Always Watching: A Marble Hornets Story (2015),2015.0,4.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beneath Us (2020),2020.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Ashram (2018),2018.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Alone in the Game (2018),2018.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Above the Street, Below the Water (Over gaden under vandet) (2009)",2009.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Above Suspicion (2019),2019.0,3.0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
The Doll 2 (2017),2017.0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alpha House (2014),2014.0,3.83,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
At Any Price (2012),2012.0,3.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
At Home by Myself... with You (2009),2009.0,3.5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Speed Kills (2018),2018.0,0.5,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The Girl and Death (2012),2012.0,4.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bottomless Bag (2017),2017.0,3.0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bending Colours (2012),2012.0,3.5,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Assailant (2009),2009.0,3.5,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33 Postcards (2011),2011.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Odyssey: Voyage to the Planets (2004),2004.0,5.0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
A Date for Mad Mary (2016),2016.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Accidental Spy, The (Dak miu mai shing) (2001)",2001.0,3.0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Ash Is Purest White (2018),2018.0,3.17,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
According to Greta (2009),2009.0,4.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fear of 13 (2015),2015.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Soundless Wind Chime (2009),2009.0,4.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Aalto - Architect of Emotions (2020),2020.0,3.83,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
American Mullet (2001),2001.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bed of the Dead (2016),2016.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Accused (2014),2014.0,3.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sound of Violence (2021),2021.0,3.0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
The Girl Who Invented Kissing (2017),2017.0,4.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
'63 Boycott (2016),2016.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
American Pie Presents: Girls' Rules (2020),2020.0,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
All My Puny Sorrows (2021),2021.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Before the Sun Explodes (2016),2016.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas for the Books (2018),2018.0,3.5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Heart of the World (2000),2000.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Being Mary Tyler Moore (2023),2023.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Space Cop (2016),2016.0,3.5,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
A Cinderella Story: Once Upon a Song (2011),2011.0,3.0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
The Director and the Jedi (2018),2018.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Border Fence (2018),2018.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Doors - Live at the Bowl '68 (2012),2012.0,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zlatan in the Slopes (2019),2019.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workingman's Death (2005),2005.0,3.17,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Double (2012),2012.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Fear of Darkness (2014),2014.0,2.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Behind the Sun (Abril Despedaçado) (2001),2001.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind You (2020),2020.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ash Wednesday (2002),2002.0,2.0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12 Dates of Christmas (2011),2011.0,3.67,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
The Goat and Her Three Kids (2022),2022.0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Dukes of Hazzard: The Beginning (2007),2007.0,1.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Taste of Romance (2012),2012.0,4.5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Night of Horror Volume 1 (2015),2015.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A Tale of Two Coreys (2018),2018.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Neighbor (2022),2022.0,3.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stay on Board: The Leo Baker Story (2022),2022.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Night with Sabrina Love (2000),2000.0,5.0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Smosh: The Movie (2015),2015.0,2.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Some Girl(s) (2013),2013.0,1.83,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Snails in the Rain (2013),2013.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden of Sinners - Chapter 1: Thanatos. (Overlooking View) (2007),2007.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Tale of Samurai Cooking - A True Love Story (2013),2013.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Patriotic Man (2013),2013.0,3.33,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Stand by Me Doraemon (2014),2014.0,4.33,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Standard Operating Procedure (2008),2008.0,4.5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Standing Aside, Watching (2013)",2013.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swimming for Gold (2020),2020.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Story of Children and Film (2013),2013.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Statement, The (2003)",2003.0,3.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Band of Robbers (2016),2016.0,3.33,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
80 for Brady (2023),2023.0,2.67,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aquarium of the Dead (2021),2021.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Take Me Somewhere Nice (2019),2019.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom 1 Bath (2014),2014.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sweat (2020),2020.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Are You Scared? (2006),2006.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Very Nutty Christmas (2018),2018.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Calamari Wrestler (2004),2004.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sweeney Todd: The Demon Barber of Fleet Street in Concert (2001),2001.0,4.33,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Somers Town (2008),2008.0,3.67,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Trip (2012),2012.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie: Mariposa and The Fairy Princess (2013),2013.0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Bad Education Movie (2015),2015.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arbor Demon (2016),2016.0,3.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
The Black Hole (2008),2008.0,3.83,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Stealing Cars (2015),2015.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Commune (2016),2016.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest Beer Run Ever (2022),2022.0,3.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aileen: Life and Death of a Serial Killer (2003),2003.0,3.67,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Monster with a Thousand Heads (2015),2015.0,3.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ahed's Knee (2021),2021.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Games Maker (2014),2014.0,2.67,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102 Minutes That Changed America (2008),2008.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standing Up for Sunny (2019),2019.0,4.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Spot of Bother (2010),2010.0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stanley Kubrick's Boxes (2008),2008.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Star Wars: The Legacy Revealed (2007),2007.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Facility (2012),2012.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Against the Ropes (2004),2004.0,1.67,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011)",2011.0,2.33,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowtime! (2015),2015.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Garden of Sinners - Chapter 7: ……not nothing heart. (Murder Speculation Part B) (2009),2009.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden of Sinners - The Final Chapter (Epilogue) (2011),2011.0,3.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Elizabeth Smart Story (2003),2003.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Souls (2013),2013.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Garden of Sinners: Future Gospel (2013),2013.0,3.5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Beach Boys: Making Pet Sounds (2017),2017.0,5.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ballad of Ramblin' Jack, The (2000)",2000.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sniper: Weapons of Retaliation (2009),2009.0,2.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ballad for a Pierced Heart (2020),2020.0,2.5,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Afternoon Class (2015),2015.0,4.5,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Dip Run (2018),2018.0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Face of an Angel (2015),2015.0,1.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You Should Meet My Son! 2 (2018),2018.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anything's Possible (2022),2022.0,3.5,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sx_Tape (2014),2014.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ao, The Last Neanderthal (2010)",2010.0,4.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telstar: The Joe Meek Story (2008),2008.0,4.5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Snowglobe (2007),2007.0,1.83,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
You and Your Stupid Mate (2005),2005.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7:35 in the Morning (2003),2003.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Fit (2021),2021.0,2.0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bad Roads (2020),2020.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the Life (2002),2002.0,3.0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Darkest Dawn (2016),2016.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Property (2002),2002.0,3.0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5 Headed Shark Attack (2017),2017.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Star Paws (2016),2016.0,2.0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Appleseed: Ex Machina (2007),2007.0,3.5,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
A Sister's Nightmare (2013),2013.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Garden of Sinners - Chapter 3: ever cry, never life. (Remaining Sense of Pain) (2008)",2008.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Flower and the Secret Fan (2011),2011.0,2.17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden of Sinners - Chapter 4: garan-no-dou. (The Hollow Shrine) (2008),2008.0,3.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat with Hands (2001),2001.0,3.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
