,title,genres,Year,average_rating,rating_count
564936,Lady Psycho Killer (2015),Comedy|Drama|Horror,2015.0,3.0,2
565794,Lai Bhaari (2014),(no genres listed),2014.0,3.0,2
565797,Lake Alice (2017),Horror,2017.0,1.5,2
566167,Lame-o’s (2021),(no genres listed),2021.0,4.5,2
568272,Last Chance (2014),Comedy,2014.0,1.0,2
569124,"Last Man, The (2000)",Comedy|Romance|Sci-Fi,2000.0,3.0,2
561993,Kushi (2000),Drama|Romance,2000.0,3.0,2
570673,Last Will (2011),Drama|Thriller,2011.0,1.5,2
570708,Late Afternoon (2018),(no genres listed),2018.0,3.0,2
570855,Latte and the Magic Waterstone (2019),Adventure|Animation|Children|Fantasy,2019.0,5.0,2
571468,Lawrence & Holloman (2014),Comedy,2014.0,2.5,2
571470,Lawrence of Arabia: The Battle for the Arab World (2003),Documentary,2003.0,5.0,2
571916,Le Grand Chef 2: Kimchi Battle (2010),Comedy|Drama,2010.0,3.0,2
571940,Le banquet (2008),(no genres listed),2008.0,3.5,2
572486,Learners (2007),Comedy|Drama,2007.0,4.0,2
572493,Learning to Lie (2003),Comedy|Drama,2003.0,4.0,2
573638,Legally Blonde: The Musical (2007),Comedy,2007.0,4.0,2
573711,Legend No. 17 (2013),Drama,2013.0,5.0,2
574048,Legion of the Dead (2001),Comedy|Horror,2001.0,3.0,2
574050,Legs - Atavism (2012),Comedy,2012.0,5.0,2
562017,Kíla: Pota Óir (2017),Documentary,2017.0,3.5,2
561657,Kung Fu Traveler 2 (2018),Action|Fantasy|Sci-Fi,2018.0,2.5,2
574397,Leopard (2016),Drama|Romance|Thriller,2016.0,2.5,2
547847,Killer Sofa (2019),Comedy|Horror,2019.0,1.0,2
540313,"Kautokeino Rebellion, The (Kautokeino-opprøret) (2008)",Drama,2008.0,4.0,2
540315,Kauwboy (2012),Drama,2012.0,4.25,2
540389,Kebab Connection (2004),Action|Comedy|Romance,2004.0,4.0,2
540413,"Keep Smiling, Mom! (2022)",Comedy,2022.0,4.0,2
540705,Kevin & Perry Go Large (2000),Comedy,2000.0,2.0,2
540707,Kevin Hart: Let Me Explain (2013),Comedy|Documentary,2013.0,0.5,2
540728,Kevorkian (2010),Documentary,2010.0,4.0,2
540746,Keyhole (2011),Drama|Mystery,2011.0,5.0,2
540751,Khamsa (2008),Drama,2008.0,2.5,2
542566,Kidnapped (2010),Horror|Thriller,2010.0,3.0,2
547342,Kill Chain (2019),Thriller,2019.0,5.0,2
547499,Kill Me Please (2010),Comedy,2010.0,4.0,2
547618,Kill for Me (2013),Drama|Thriller,2013.0,1.5,2
548037,Killing the Shadows (2006),(no genres listed),2006.0,5.0,2
561655,Kung Fu Traveler (2017),Action|Sci-Fi,2017.0,3.0,2
548042,Kim Dotcom: Caught in the Web (2017),Documentary,2017.0,3.0,2
548138,Kindred (2020),Drama|Horror|Mystery|Thriller,2020.0,1.5,2
548594,King Corn (2007),Documentary,2007.0,4.0,2
554466,Kiss the Bride (2007),Comedy|Romance,2007.0,2.0,2
554669,Kites (2010),Action|Drama|Romance,2010.0,3.0,2
554907,Klimt (2006),Drama,2006.0,3.25,2
558201,Knock (2017),Comedy,2017.0,3.5,2
559368,Kokowaah 2 (2013),Comedy,2013.0,5.0,2
559750,Konga TNT (2020),Comedy|Horror|Sci-Fi,2020.0,0.5,2
559774,Koti-ikävä (2005),Drama,2005.0,3.5,2
559948,Kryptonite! (2011),Comedy|Drama,2011.0,5.0,2
560345,Kundschafter des Friedens (2017),Comedy,2017.0,3.0,2
560347,Kung Fu Elliot (2014),Comedy|Documentary|Drama,2014.0,3.5,2
574369,Lena (2021),Documentary,2021.0,3.0,2
574402,Leprechaun Returns (2018),Comedy|Fantasy|Horror,2018.0,1.0,2
609169,Lucky Country (2009),Adventure|Drama|Thriller,2009.0,1.0,2
605056,Louis Theroux: Law & Disorder (2008),Documentary,2008.0,4.5,2
590895,"Longshots, The (2008)",Drama,2008.0,4.25,2
590898,Look At Me: XXXTENTACION (2022),Documentary,2022.0,5.0,2
592829,Loosies (2012),Comedy|Drama|Romance,2012.0,2.0,2
602287,Lorna's Silence (Le silence de Lorna) (2008),Drama,2008.0,3.0,2
602292,Los Hermanos/The Brothers (2020),Documentary,2020.0,4.0,2
602315,Losers Take All (2013),Comedy,2013.0,3.5,2
602423,Lost Boys: The Thirst (2010),Horror|Thriller,2010.0,2.5,2
602425,Lost Boys: The Tribe (2008),Comedy|Horror|Thriller,2008.0,2.75,2
602604,Lost Song (2008),Drama,2008.0,3.0,2
602762,Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012),Adventure|Comedy|Drama,2012.0,2.25,2
604771,Loue-moi ! (2017),Comedy,2017.0,0.5,2
604961,Louis C.K.: One Night Stand (2005),Comedy,2005.0,4.0,2
605020,Louis Cyr: The Strongest Man in the World (2013),Drama,2013.0,4.0,2
606621,Love After Love (2018),Drama,2018.0,0.5,2
590551,Long Lost (2019),Drama|Mystery|Thriller,2019.0,5.0,2
606659,Love Don't Cost a Thing (2003),Drama|Romance,2003.0,1.75,2
606709,Love Hina Again (2002),Animation|Comedy|Drama,2002.0,4.0,2
607004,Love Now (2007),Romance,2007.0,4.0,2
607036,Love Sick Love (2013),Thriller,2013.0,0.5,2
607142,Love Under the Olive Tree (2020),Romance,2020.0,3.5,2
607472,Love at Second Sight (2019),Comedy,2019.0,3.5,2
607474,Love by Accident (2020),Romance,2020.0,3.0,2
607476,Love by Chance (2016),Romance,2016.0,2.0,2
608140,Love. Wedding. Repeat (2020),(no genres listed),2020.0,5.0,2
608692,Loving Leah (2009),Drama|Romance,2009.0,4.0,2
608702,"Loving Story, The (2011)",Documentary,2011.0,3.75,2
609094,Lucha: Playing the Impossible (2016),Documentary,2016.0,3.0,2
609166,Lucky 7 (2003),Comedy|Romance,2003.0,4.0,2
590553,Long Night's Journey Into Day (2000),Documentary,2000.0,4.25,2
590160,London Spy (2015),(no genres listed),2015.0,3.5,2
574483,Les Misérables: The Staged Concert (2019),(no genres listed),2019.0,3.0,2
580106,Like Cats & Dogs (2017),Comedy|Romance,2017.0,2.5,2
574485,"Les Municipaux, ces héros (2018)",Comedy,2018.0,2.5,2
574505,Less of Sugar (Cheeni Kum) (2007),Comedy|Drama|Musical|Romance,2007.0,2.0,2
574941,Let Us Prey (2014),Horror,2014.0,1.5,2
575710,Let's Not Meet in the Woods (2020),Horror|Thriller,2020.0,0.5,2
576302,Liberation Day (2016),Documentary,2016.0,5.0,2
576453,Library Wars (2013),Action|Drama|Fantasy,2013.0,1.5,2
578356,Life Is Hot in Cracktown (2009),Drama,2009.0,2.5,2
578413,Life and Death in the Warehouse (2022),Drama,2022.0,4.0,2
578615,"Life of Aleksis Kivi, The (Aleksis Kiven elämä) (2002)",Drama,2002.0,2.0,2
578618,Life of Crime (2013),Comedy|Crime,2013.0,1.0,2
579664,"Life, Above All (2010)",Drama,2010.0,2.5,2
579682,Life-Size (2000),Children|Comedy|Fantasy,2000.0,3.5,2
580104,Like A Rolling Stone: The Life & Times of Ben Fong-Torres (2021),Documentary,2021.0,4.0,2
582180,Line of Sight (2012),Documentary,2012.0,4.0,2
590036,London After Midnight (2002),Drama|Horror,2002.0,3.75,2
582476,Listening to Kenny G (2021),(no genres listed),2021.0,3.0,2
582497,Little Accidents (2014),Drama,2014.0,2.5,2
582585,Little Black Spiders (2012),Drama,2012.0,2.5,2
582587,Little Boxes (2017),Comedy|Drama,2017.0,4.0,2
585137,Little Red Flowers (Kan shang qu hen mei) (2006),Comedy|Drama,2006.0,3.5,2
585189,Little Star (2017),Thriller,2017.0,2.0,2
585613,Liv & Ingmar (2012),Documentary,2012.0,4.0,2
586311,Live from Baghdad (2002),Drama|War,2002.0,3.5,2
586313,Live! (2007),Comedy|Drama,2007.0,1.75,2
587490,Living Is Easy With Eyes Closed (2013),Comedy|Drama,2013.0,4.0,2
587597,Lizzie Borden Took an Ax (2014),Crime|Drama|Mystery|Thriller,2014.0,4.0,2
587660,Lockdown (2000),Drama,2000.0,3.25,2
589984,Lola and the Sea (2019),Drama,2019.0,3.5,2
325786,Familia (2005),Drama,2005.0,3.5,2
323937,Facing Ali (2009),Documentary,2009.0,3.0,2
689462,Nightingale (2015),Drama|Mystery|Thriller,2015.0,4.0,2
102776,Battle (2018),Drama|Romance,2018.0,3.0,2
98324,Badder Ben: The Final Chapter (2017),Horror,2017.0,4.0,2
98326,Badding (2000),Comedy|Drama|Musical,2000.0,3.75,2
98328,"Badge, The (2002)",Crime|Drama|Mystery|Thriller,2002.0,3.5,2
98466,Ballad of a White Cow (2021),Drama,2021.0,3.5,2
98517,"Ballroom, The (Chega de Saudade) (2007)",Drama|Musical|Romance,2007.0,4.5,2
98896,Bandar Band (2020),Drama,2020.0,4.5,2
99433,Bangkok Traffic Love Story (2009),Comedy|Romance,2009.0,2.5,2
99602,"Bank, The (2001)",Thriller,2001.0,3.75,2
99614,Banyo (2005),Comedy|Drama|Thriller,2005.0,4.0,2
99714,Baphomet (2021),Horror|Thriller,2021.0,1.0,2
99720,Baran (2001),Adventure|Drama|Romance,2001.0,3.75,2
100248,Bart Got a Room (2008),Comedy|Romance,2008.0,2.75,2
100353,Bathtubs Over Broadway (2018),Documentary,2018.0,4.0,2
103194,Battle Scars (2017),Drama|War,2017.0,1.5,2
96140,Bad Habits Die Hard (2020),Comedy|Crime,2020.0,3.5,2
104021,"Baytown Outlaws, The (2012)",Action|Comedy|Crime,2012.0,3.5,2
104352,Be With You (2004),Drama|Fantasy|Romance,2004.0,4.5,2
104636,Beacon Point (2016),Thriller,2016.0,1.5,2
107720,Beauty Day (2011),Documentary,2011.0,3.5,2
107949,Beauty and the Least (2012),Drama|Romance,2012.0,2.5,2
107951,Beauty in Trouble (Kráska v nesnázích) (2006),Drama,2006.0,3.0,2
108102,Becoming Chaz (2011),Documentary,2011.0,3.5,2
108660,Beetle Queen Conquers Tokyo (2009),Documentary,2009.0,3.0,2
109993,Before We Vanish (2017),Drama|Sci-Fi,2017.0,4.0,2
110975,Behind the White Glasses (2015),Documentary,2015.0,3.5,2
111137,Bela Kiss: Prologue (2013),Horror|Mystery|Thriller,2013.0,2.5,2
111223,Believe Me (2014),Comedy|Drama,2014.0,1.0,2
111968,Beneath the Skin (2015),(no genres listed),2015.0,1.0,2
96146,Bad Hurt (2015),Drama,2015.0,2.0,2
95826,Bad Company (2002),Action|Comedy|Crime,2002.0,2.25,2
112163,Bergman Island (2021),Drama,2021.0,4.0,2
77509,Atrocious (2010),Horror|Thriller,2010.0,2.75,2
67341,App (2013),Thriller,2013.0,0.5,2
67355,Apparition (2019),Horror,2019.0,2.5,2
67475,April Snow (2005),Drama|Romance,2005.0,1.0,2
67512,April's Shower (2003),Comedy|Romance,2003.0,3.75,2
67921,Arachnia (2003),Horror|Sci-Fi,2003.0,2.5,2
74215,Art & Copy (2009),Documentary,2009.0,2.0,2
74672,Artworks (2003),Crime|Drama|Romance,2003.0,1.5,2
74952,As Melhores Coisas do Mundo (2010),Comedy,2010.0,4.0,2
75060,Ashes (2012),Drama,2012.0,2.5,2
75269,Assassination Tango (2002),Drama|Thriller,2002.0,3.25,2
75673,Assimilate (2019),Horror|Sci-Fi|Thriller,2019.0,2.5,2
76042,At Risk (2010),Crime|Drama|Mystery,2010.0,0.5,2
77507,Atop the Fourth Wall: The Movie (2015),(no genres listed),2015.0,4.0,2
77531,Attack of the Sabretooth (2005),Horror,2005.0,0.5,2
94860,Bad Ben: The Way In (2019),Comedy|Horror,2019.0,4.5,2
77855,Audrie & Daisy (2016),Documentary,2016.0,4.5,2
78704,Autism: The Musical (2007),Documentary,2007.0,3.0,2
82233,Ave Maria (2015),(no genres listed),2015.0,4.0,2
91553,Awaken (2013),Drama|Romance|Sci-Fi,2013.0,5.0,2
91555,Awaken (2015),Action|Horror|Thriller,2015.0,1.0,2
91932,Awaydays (2009),Drama,2009.0,3.5,2
91957,Ayirathil Oruvan (2010),Adventure|Fantasy|Mystery|Thriller,2010.0,3.0,2
91984,Azazel (2002),Action|Adventure|Drama|Mystery,2002.0,4.0,2
92234,Babai (2015),Drama,2015.0,5.0,2
92530,Baby Boy (2001),Crime|Drama,2001.0,3.75,2
94594,"Bachelor Weekend, The (2013)",Comedy|Drama,2013.0,3.0,2
94638,Back in Crime (2013),Crime|Fantasy,2013.0,3.5,2
94640,Back in the Day (2014),Comedy,2014.0,3.0,2
111990,Benji (2018),Children,2018.0,4.0,2
112200,Berlin Drifters (2017),(no genres listed),2017.0,1.0,2
66445,Apocalypse Rising (2018),Action|Sci-Fi,2018.0,0.5,2
143223,"Bone Man, The (Der Knochenmann) (2009)",Crime|Thriller,2009.0,4.0,2
138616,Bloody Hell (2021),Comedy|Horror,2021.0,3.75,2
138915,Blue Bayou (2021),Drama,2021.0,3.5,2
138939,Blue Citrus Hearts (2003),Drama|Romance,2003.0,3.0,2
140208,Blue Lagoon: The Awakening (2012),Romance,2012.0,3.5,2
140559,Blue Seduction (2009),Romance|Thriller,2009.0,0.5,2
141396,Bob Saget: Zero to Sixty (2017),Comedy,2017.0,3.5,2
141467,Bodied (2017),Comedy|Drama,2017.0,3.5,2
141564,Body Brokers (2021),Crime|Thriller,2021.0,3.5,2
141580,Body Electric (2017),Drama,2017.0,4.0,2
141728,Body of War (2007),Documentary|War,2007.0,4.5,2
141735,Boggy Creek Monster (2016),Documentary,2016.0,4.0,2
143080,Bomber (2009),Comedy|Drama,2009.0,3.5,2
143209,Bon appétit (2010),Romance,2010.0,4.0,2
143465,Bones Brigade: An Autobiography (2012),Documentary,2012.0,4.5,2
138326,Blood Orange (2016),Thriller,2016.0,2.5,2
143467,Bong of the Dead (2011),Action|Comedy|Horror,2011.0,1.0,2
143522,Boogie Man: The Lee Atwater Story (2008),Documentary,2008.0,4.5,2
144694,Book of Love (2022),Comedy|Romance,2022.0,1.5,2
147017,Bornless Ones (2016),Horror,2016.0,2.5,2
147585,Bottled with Love (2019),Romance,2019.0,5.0,2
151814,Box Office 3D - Il film dei film (2011),Comedy,2011.0,0.5,2
152892,BoyTown (2006),Comedy,2006.0,3.0,2
153426,Boyka: Undisputed IV (2016),Action,2016.0,1.0,2
153655,Boys State (2020),Documentary,2020.0,3.5,2
153657,Boys and Girls (2000),Comedy|Romance,2000.0,3.25,2
153691,Brackenmore (2017),(no genres listed),2017.0,1.0,2
153693,Brad Williams: Daddy Issues (2016),Comedy,2016.0,5.0,2
153695,Brad Williams: Fun Size (2015),Comedy,2015.0,3.0,2
138500,Blood of the Tribades (2016),Horror,2016.0,2.5,2
137762,Blood Car (2007),Comedy|Horror,2007.0,2.0,2
112391,Bert Kreischer: Secret Time (2018),Comedy,2018.0,4.0,2
120133,Bill Bailey: Part Troll (2004),Comedy,2004.0,4.0,2
112398,Besetment (2016),Horror|Thriller,2016.0,1.0,2
113402,Beyond All Boundaries (2009),Documentary|War,2009.0,3.5,2
113477,Beyond The Edge (2013),Documentary|Drama,2013.0,3.5,2
113901,Beyond the Reach (2014),Thriller,2014.0,3.0,2
113924,Beyond the Woods (2018),Horror,2018.0,3.0,2
113938,Bhageeratha (2005),Drama,2005.0,3.5,2
113953,Bhoot: Part One - The Haunted Ship (2020),Horror|Thriller,2020.0,3.0,2
113980,Big Bad Wolf (2006),Comedy|Horror,2006.0,3.0,2
114006,Big Bang Big Boom (2010),Animation,2010.0,4.0,2
114036,"Big Data, Big Brother (2020)",Documentary,2020.0,3.0,2
117798,Big River Man (2009),Documentary,2009.0,5.0,2
119582,Big Sur (2013),Drama,2013.0,0.5,2
119868,Big in Bollywood (2011),(no genres listed),2011.0,3.5,2
120135,Bill Bailey: Tinselworm (2008),Comedy|Documentary,2008.0,3.0,2
136053,Blaze (2018),Drama,2018.0,2.0,2
120150,Bill Burr: Walk Your Way Out (2017),Comedy,2017.0,3.5,2
122754,Birds of America (2008),Comedy|Drama,2008.0,3.75,2
123223,Bitch (2017),Children|Comedy|Drama|Thriller,2017.0,2.5,2
123244,Bite (2015),Horror,2015.0,4.0,2
124558,Black Beach (2020),Action|Adventure|Drama|Fantasy|Thriller,2020.0,1.0,2
125801,Black Hollow Cage (2017),Drama|Horror|Sci-Fi|Thriller,2017.0,2.25,2
125803,Black Horizon (2002),(no genres listed),2002.0,2.5,2
125810,Black Is King (2020),(no genres listed),2020.0,3.0,2
125901,Black Mexicans (2018),Drama,2018.0,3.0,2
130908,Black Water (2017),Horror|Thriller,2017.0,1.5,2
131657,Blackball (2003),Comedy|Drama,2003.0,1.5,2
131659,Blackballed: The Bobby Dukes Story (2004),Comedy,2004.0,3.0,2
136041,Blank: A Vinylmation Love Story (2014),Animation,2014.0,4.0,2
66447,Apocalyptic (2013),Drama|Horror,2013.0,5.0,2
66443,Apocalypse '45 (2020),Documentary,2020.0,2.0,2
154294,Brave Blue World: Racing to Solve Our Water Crisis (2019),Documentary,2019.0,4.0,2
23596,A Nasty Piece of Work (2019),Horror|Thriller,2019.0,3.0,2
21807,A Dark Path (2020),Horror,2020.0,3.5,2
21961,A Decent Man (2016),Drama,2016.0,5.0,2
22067,A Esperança é a Última Que Morre (2015),Comedy,2015.0,3.0,2
22167,A Fine Day (2001),Drama,2001.0,3.0,2
22187,A Fool (2015),Adventure|Comedy|Drama,2015.0,4.5,2
22610,A Godwink Christmas (2018),Children|Romance,2018.0,3.5,2
22907,A Killer Among Us (2012),Crime|Thriller,2012.0,3.0,2
22916,A Life in Dirty Movies (2013),Documentary,2013.0,5.0,2
22966,A Little Thing Called Love (2010),Comedy|Romance,2010.0,3.5,2
22976,A Long Walk (2006),(no genres listed),2006.0,4.0,2
23170,A Man and a Woman (2016),Drama|Romance,2016.0,4.0,2
23172,A Man of Integrity (2018),Drama,2018.0,4.0,2
23588,A Mother's Nightmare (2012),Crime|Mystery|Thriller,2012.0,5.0,2
23833,A Prayer for Rain (2013),(no genres listed),2013.0,2.0,2
21393,A Carne é Fraca (2004),Documentary,2004.0,4.0,2
23835,A Prince for Christmas (2015),Romance,2015.0,3.0,2
23872,A Quiet Passion (2016),Drama,2016.0,2.25,2
25800,A Score to Settle (2019),Action|Drama|Thriller,2019.0,3.25,2
25854,A Short Stay in Switzerland (2009),Drama,2009.0,3.5,2
26981,A Tear in the Sky (2022),Documentary,2022.0,0.5,2
26989,A Timeless Christmas (2020),Romance,2020.0,3.5,2
26991,A Touch of Spring (2017),Drama,2017.0,3.5,2
27091,A Very Potter Senior Year (2013),Comedy,2013.0,3.5,2
27144,A Violent Separation (2019),Crime|Thriller,2019.0,2.0,2
27146,A Visit from the Incubus (2001),Comedy|Horror|Western,2001.0,2.5,2
27316,A Year in Champagne (2014),Documentary,2014.0,3.5,2
27325,A la mala (2015),Comedy,2015.0,4.0,2
28712,A2 (2001),Documentary,2001.0,4.0,2
21570,A Crooked Somebody (2017),(no genres listed),2017.0,3.5,2
21391,A Call to Spy (2020),Drama|Thriller|War,2020.0,3.5,2
29036,AKA Jane Roe (2020),Documentary,2020.0,4.5,2
10198,21 Years: Richard Linklater (2014),(no genres listed),2014.0,3.0,2
90,$9.99 (2008),Animation,2008.0,2.5,2
1773,009 Re: Cyborg (2012),Action|Animation|Sci-Fi,2012.0,1.5,2
1799,1 Night (2017),Drama|Romance,2017.0,2.0,2
2745,10 Questions for the Dalai Lama (2006),Documentary,2006.0,3.0,2
2906,100 Yen Love (2014),Comedy|Drama,2014.0,4.5,2
2986,11:00 AM (2013),Fantasy|Sci-Fi,2013.0,4.0,2
5274,15 Things You Didn't Know About Bigfoot (2019),Comedy|Crime|Horror|Mystery,2019.0,3.5,2
5318,16-love (2012),Children|Comedy|Drama|Romance,2012.0,1.0,2
5439,18 Kilohertz (2020),Crime|Drama|Mystery,2020.0,3.0,2
5464,18 Years Old and Rising (J'aime regarder les filles) (2011),Comedy,2011.0,3.0,2
6870,1987 (2014),Comedy|Drama|Romance,2014.0,4.25,2
6872,1987: When the Day Comes (2017),Drama|Thriller,2017.0,4.0,2
8644,2012: Ice Age (2011),Action|Adventure|Sci-Fi,2011.0,3.5,2
10705,"24th Day, The (2004)",Drama|Thriller,2004.0,0.5,2
21349,A Boy Called Sailboat (2018),Comedy|Drama,2018.0,1.0,2
10707,25 April (2015),Documentary,2015.0,4.0,2
13884,30 Miles from Nowhere (2018),Comedy|Horror,2018.0,2.0,2
13949,30 Years of Garbage: The Garbage Pail Kids Story (2017),Documentary,2017.0,3.5,2
15428,32 Malasana Street (2020),Horror,2020.0,4.0,2
15896,4 Days in France (2016),Drama|Romance,2016.0,4.5,2
15898,4 Horsemen: Apocalypse (2022),Action|Fantasy|Sci-Fi,2022.0,0.5,2
17016,44 Pages (2018),Documentary,2018.0,3.5,2
17235,4:44 Last Day on Earth (2011),Drama|Fantasy|Sci-Fi,2011.0,2.0,2
17477,5 Shells (2012),Drama|Sci-Fi,2012.0,1.5,2
18879,64: Part 2 (2016),Mystery,2016.0,3.0,2
18960,69: The Saga of Danny Hernandez (2020),Documentary,2020.0,4.5,2
19388,7 Days of Himawari & Her Puppies (2013),Drama,2013.0,4.5,2
20982,9/11: The Falling Man (2006),Documentary,2006.0,2.0,2
29015,AE Apocalypse Earth (2013),Action|Sci-Fi,2013.0,0.5,2
29635,Abbi fede (2022),Comedy,2022.0,4.0,2
66412,Apache Warrior (2017),Documentary,2017.0,3.0,2
55739,Anatomy of a Love Seen (2014),Drama|Romance,2014.0,4.0,2
43598,Aloners (2021),Drama,2021.0,3.5,2
43921,Alpha Wolf (2018),Horror|Thriller,2018.0,1.5,2
44067,Altered Minds (2014),Drama|Thriller,2014.0,3.5,2
44274,Am Abend aller Tage (2017),Drama,2017.0,4.0,2
45266,Amelia (2009),Drama,2009.0,3.5,2
49303,AmeriQua (2013),Comedy,2013.0,1.0,2
50208,American Gun (2005),Drama,2005.0,4.0,2
54860,Amityville Terror (2016),Horror,2016.0,1.5,2
55379,Amy Schumer: Live at the Apollo (2015),Comedy,2015.0,5.0,2
55402,An Alternative Reality: The Football Manager Documentary (2014),Documentary,2014.0,2.0,2
55454,An Ethics Lesson (2013),Drama|Thriller,2013.0,2.5,2
55470,An Impossible Love (2018),Drama,2018.0,3.0,2
55733,Anatomy (Anatomie) (2000),Horror,2000.0,4.0,2
56307,Ancien and the Magic Tablet (2017),Animation,2017.0,3.75,2
43402,Almost Normal (2005),Comedy|Drama|Sci-Fi,2005.0,2.0,2
56324,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War,2003.0,3.5,2
56326,And Then Came Summer (2000),Drama|Romance,2000.0,1.5,2
56481,And Tomorrow the Entire World (2020),Drama,2020.0,4.0,2
56864,Anden på Coke? (2006),Comedy,2006.0,3.0,2
56964,Angel of Mine (2019),Drama|Thriller,2019.0,2.0,2
57271,Angels Wear White (2017),(no genres listed),2017.0,3.5,2
58173,Anina (2013),Adventure|Animation|Children,2013.0,3.25,2
58187,Anjelah Johnson: Not Fancy (2015),Comedy,2015.0,3.0,2
58202,Anna (2015),Crime|Drama|Thriller,2015.0,3.5,2
61674,Another Evil (2016),Comedy,2016.0,3.5,2
61686,Another Gay Sequel: Gays Gone Wild! (2008),Comedy,2008.0,3.5,2
61969,Another World (2022),Drama,2022.0,3.5,2
66293,Antrum (2018),Horror,2018.0,0.5,2
43438,Alone (2017),Fantasy|Sci-Fi,2017.0,2.5,2
42083,All Together (2011),Comedy|Drama,2011.0,3.0,2
29791,About Adam (2000),Comedy,2000.0,5.0,2
37267,Aftermath (2013),Crime|Thriller,2013.0,3.0,2
31904,Accidental Love (2015),Comedy|Romance,2015.0,1.0,2
31956,Acrimonius Alfie Atkins (2021),Comedy,2021.0,3.0,2
32305,Actual People (2021),(no genres listed),2021.0,4.0,2
34950,Adopt a Highway (2019),Drama,2019.0,3.0,2
34974,Adrenochrome (2018),Action|Fantasy|Horror|War,2018.0,2.0,2
35636,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi,2002.0,1.5,2
36034,Adverse (2020),Crime|Drama,2020.0,1.0,2
36050,Aegan (2008),Action|Romance,2008.0,3.0,2
36470,Affairs of State (2018),Drama|Romance|Thriller,2018.0,2.5,2
36907,"After Fall, Winter (2011)",Drama,2011.0,5.0,2
37029,After You (Après vous...) (2003),Comedy|Romance,2003.0,4.0,2
37082,After the Wedding (2019),Drama,2019.0,4.0,2
37248,Afterlife of the Party (2021),Comedy|Drama|Fantasy|Romance,2021.0,0.5,2
37410,Aftershock (Tangshan dadizhen) (2010),Drama|IMAX,2010.0,5.0,2
41750,All Hallows' Eve (2013),Horror,2013.0,2.0,2
37488,Agatha and the Truth of Murder (2018),Crime|Mystery,2018.0,3.5,2
37495,Age Out (2019),Crime|Drama,2019.0,1.0,2
37559,Agent F.O.X. (2014),Animation,2014.0,0.5,2
37590,Agnes (2021),Drama|Horror,2021.0,5.0,2
37753,Ah! My Goddess: The Movie (2000),Animation|Comedy|Drama|Fantasy|Romance|Sci-Fi,2000.0,3.5,2
37758,Ai Weiwei: Never Sorry (2012),Documentary,2012.0,3.0,2
38116,Alabama Moon (2009),Adventure|Children|Drama,2009.0,2.5,2
38383,Alaska Is a Drag (2017),Drama,2017.0,4.0,2
38397,Albakiara (2008),Action|Comedy|Drama,2008.0,5.0,2
39766,Alice's Birthday (2009),Animation|Children|Sci-Fi,2009.0,3.0,2
39819,Alien Conquest (2021),(no genres listed),2021.0,0.5,2
39869,Alien Trespass (2009),Comedy|Sci-Fi,2009.0,3.5,2
41657,All About Them (2015),Comedy|Romance,2015.0,4.0,2
153816,Bran Nue Dae (2009),Comedy|Musical,2009.0,4.5,2
154711,Break (2018),Comedy|Drama,2018.0,2.5,2
323823,FPS: First Person Shooter (2015),Horror,2015.0,3.5,2
258743,Displacement (2017),Sci-Fi|Thriller,2017.0,2.5,2
250337,Demons (2017),Horror,2017.0,4.0,2
250557,Deon Cole: Cole Hearted (2019),Comedy,2019.0,5.0,2
253828,Desolation Canyon (2006),Western,2006.0,1.0,2
254511,Destination Hitchcock: The Making of 'North by Northwest' (2000),Documentary,2000.0,3.5,2
254756,Detroit Metal City (Detoroito Metaru Shiti) (2008),Comedy|Drama|Musical,2008.0,3.5,2
255678,Devil's Mistress (2016),Drama|Romance,2016.0,3.0,2
255869,Devoured (2012),Drama|Horror|Thriller,2012.0,1.5,2
255911,DiG! (2004),Documentary,2004.0,4.5,2
255963,Diana: The Musical (2021),Drama|Romance,2021.0,2.5,2
256987,Die Wolke (2006),Sci-Fi|Thriller,2006.0,3.5,2
257066,Dilemma (2022),Drama|Romance,2022.0,1.0,2
257285,Directly Kakha (2020),Comedy,2020.0,0.5,2
258289,Disco (2019),Drama,2019.0,2.5,2
258753,Distant Sky - Nick Cave & The Bad Seeds Live in Copenhagen (2018),Documentary,2018.0,5.0,2
249884,Delectable You (2017),Comedy,2017.0,5.0,2
261685,Diverted Eden (2018),Action|Crime|Drama,2018.0,2.0,2
262042,Divine Being : Essere Divina (2018),(no genres listed),2018.0,1.0,2
265182,Djinn (2013),Horror,2013.0,2.5,2
265198,Do Me Love (2009),Drama,2009.0,2.5,2
269376,Dom Hemingway (2014),Comedy|Crime|Drama,2014.0,2.25,2
270425,Don't Look Back (2014),Thriller,2014.0,3.0,2
271443,Don't Look at the Demon (2022),Horror,2022.0,5.0,2
271445,Don't Need You - The Herstory of Riot Grrrl (2005),Documentary,2005.0,2.5,2
271488,Don't Sleep (2017),Horror|Thriller,2017.0,3.0,2
271690,Don't You Forget About Me (2009),Documentary,2009.0,2.0,2
276151,Doppelganger (Dopperugengâ) (2003),Comedy|Thriller,2003.0,4.0,2
276223,Dormant Beauty (2012),Drama,2012.0,3.5,2
276897,Down to You (2000),Comedy|Romance,2000.0,2.0,2
250039,Delivered (2020),Horror|Thriller,2020.0,3.0,2
